"Graphe8"
"Déplacement angulaire (deg)","Déplacement angulaire3 (deg)"
48.6049859373571,16.0680132776675
50.0395724035226,16.4716044692348
51.4741588696883,16.8700118253459
52.9087453358533,17.2631845433017
54.3433318020188,17.6510770755692
55.7779182681846,18.0336490029431
57.2125047343495,18.4108648986711
58.647091200515,18.7826941839128
60.0816776666809,19.1491109749432
61.5162641328458,19.5100939225527
62.950850599011,19.8656260441609
64.3854370651767,20.2156945491808
65.8200235313421,20.5602906581978
67.2546099975071,20.8994094165619
68.689196463673,21.2330495030024
70.1237829298389,21.5612130338657
71.5583693960037,21.8839053636047
72.9929558621689,22.2011348821256
74.4275423283347,22.5129128095802
75.8621287945001,22.8192529891917
77.2967152606654,23.1201716786667
78.7313017268309,23.4156873407138
80.1658881929958,23.7058204331666
81.6004746591617,23.9905931991681
83.0350611253272,24.2700294578226
84.4696475914926,24.5441543956966
85.904234057658,24.8129943594884
87.3388205238234,25.0765766501422
88.7734069899889,25.3349293186379
90.2079934561543,25.5880809636331
91.6425799223196,25.83606053108
93.0771663884851,26.0788971158944
94.5117528546508,26.3166197656995
95.9463393208158,26.5492572866116
97.3809257869813,26.7768380509921
98.8155122531467,26.9993898070305
100.250098719312,27.2169394899799
101.684685185478,27.4295130348115
103.119271651643,27.6371351900105
104.553858117808,27.8398293321814
105.988444583974,28.0376172810897
107.423031050139,28.2305191147113
108.857617516305,28.4185529838204
110.29220398247,28.6017349255932
111.726790448635,28.7800786756603
113.1613769148,28.9535954779882
114.595963380966,29.122293891925
116.030549847132,29.2861795956884
117.465136313297,29.4452551855272
118.899722779463,29.5995199697278
120.334309245628,29.7489697565811
121.768895711793,29.8935966353672
123.203482177959,30.033388749348
124.638068644124,30.1683300596906
126.07265511029,30.298400099177
127.507241576456,30.4235737144717
128.94182804262,30.5438207956411
130.376414508786,30.6591059915338
131.811000974951,30.7693884095266
133.245587441117,30.8746212980508
134.680173907283,30.974751710201
136.114760373448,31.0697201466116
137.549346839613,31.159460175663
138.983933305779,31.2438980289534
140.418519771944,31.322952169826
141.853106238109,31.3965328325928
143.287692704275,31.4645415299529
144.72227917044,31.5268705259274
146.156865636605,31.5834022714662
147.591452102771,31.6340087997273
149.026038568936,31.678551077831
150.460625035101,31.7168783117279
151.895211501267,31.7488272006654
153.329797967433,31.7742211375579
154.764384433598,31.7928693514293
156.198970899763,31.8045659880084
157.633557365929,31.8090891244503
159.068143832094,31.806199714135
160.502730298259,31.7956404575814
161.937316764425,31.7771345956085
163.371903230591,31.7503846211405
164.806489696756,31.7150709065211
166.241076162921,31.6708502437591
167.675662629087,31.6173542959947
169.110249095252,31.554187959728
170.544835561417,31.480927638838
171.979422027583,31.3971194334789
173.414008493749,31.3022772496715
174.848594959914,31.1958808386642
176.283181426079,31.0773737793707
177.717767892245,30.9461614225811
179.15235435841,30.8016088220109
-179.413059175424,30.6430386852213
-177.978472709259,30.4697293872482
-176.543886243093,30.2809131011932
-175.109299776928,30.0757741138136
-173.674713310762,29.8534474105348
-172.240126844597,29.6130176328738
-170.805540378432,29.3535185327207
-169.370953912266,29.0739330722812
-167.936367446101,28.7731943446366
-166.501780979936,28.4501875181182
-165.06719451377,28.1037530369362
-163.632608047605,27.7326913385116
-162.19802158144,27.3357693729869
-160.763435115274,26.9117292300722
-159.328848649108,26.4592991868926
-157.894262182943,25.9772074851509
-156.459675716778,25.464199119389
-155.025089250612,24.9190558648986
-153.590502784447,24.3406196871692
-152.155916318281,23.7278195498409
-150.721329852117,23.0797014704265
-149.286743385951,22.3954614628935
-147.852156919785,21.6744807583859
-146.41757045362,20.9163624203527
-144.982983987454,20.1209681864238
-143.548397521289,19.288454102625
-142.113811055123,18.4193032965453
-140.679224588958,17.5143540991236
-139.244638122793,16.5748217035295
-137.810051656627,15.6023116673956
-136.375465190463,14.598823834798
-134.940878724297,13.566745671192
-133.506292258131,12.5088345413879
-132.071705791966,11.4281890745616
-130.6371193258,10.3282103939426
-129.202532859635,9.21255458048134
-127.76794639347,8.08507822942148
-126.333359927304,6.94977930398375
-124.898773461139,5.81073566197717
-123.464186994974,4.6720436264498
-122.029600528808,3.53775880519327
-120.595014062642,2.41184106751249
-119.160427596477,1.29810520096809
-117.725841130312,0.200178339880279
-116.291254664146,-0.878535178815592
-114.85666819798,-1.93488128395141
-113.422081731815,-2.96597606877806
-111.98749526565,-3.9692185137715
-110.552908799484,-4.94229664182517
-109.118322333319,-5.88318785823392
-107.683735867154,-6.79015430803282
-106.249149400988,-7.66173410808013
-104.814562934822,-8.49672929435208
-103.379976468657,-9.29419127489682
-101.945390002492,-10.0534045077686
-100.510803536327,-10.7738690392711
-99.0762170701612,-11.4552824481298
-97.6416306039958,-12.0975216515388
-96.2070441378309,-12.700624943672
-94.7724576716651,-13.2647745579978
-93.3378712054996,-13.7902799742719
-91.9032847393343,-14.27756212962
-90.4686982731689,-14.727138640403
-89.0341118070031,-15.1396100979726
-87.5995253408381,-15.5156474659162
-86.1649388746732,-15.8559805779539
-84.7303524085074,-16.1613877139417
-83.2957659423419,-16.4326862149726
-81.861179476176,-16.6707240869216
-80.4265930100104,-16.8763725339298
-78.992006543845,-17.0505193583726
-77.5574200776796,-17.1940631619283
-76.1228336115142,-17.3079082816004
-74.6882471453488,-17.3929603959694
-73.2536606791836,-17.4501227389796
